指标名称,美元指数,美国:标普500 3个月波动率指数,期货结算价(连续):布伦特原油,M2:同比,欧元区:M2:同比,日本:货币供应量:平均余额:M2:同比,实际市场价格:全球:现货原油,库存量:商业原油:全美:同比
2018-05-31,93.9859,16.33,77.59,8.30,4.60,3.20,73.34,
2018-05-30,94.0998,16.00,77.50,,,,,
2018-05-29,94.8624,17.13,75.39,,,,,
2018-05-28,94.4202,,75.30,,,,,
2018-05-25,94.2705,14.83,76.44,,,,,-14.79
2018-05-24,93.7907,14.43,78.79,,,,,
2018-05-23,93.9976,14.48,79.80,,,,,
2018-05-22,93.6027,14.88,79.57,,,,,
2018-05-21,93.5508,14.69,79.22,,,,,
2018-05-18,93.6896,15.19,78.51,,,,,-15.15
2018-05-17,93.4842,15.02,79.30,,,,,
2018-05-16,93.3775,15.14,79.28,,,,,
2018-05-15,93.2779,15.79,78.43,,,,,
2018-05-14,92.6826,14.53,78.23,,,,,
2018-05-11,92.5769,14.82,77.12,,,,,-16.98
2018-05-10,92.7175,15.24,77.47,,,,,
2018-05-09,93.1134,15.78,77.21,,,,,
2018-05-08,93.0814,16.48,74.85,,,,,
2018-05-07,92.7726,16.65,76.17,,,,,
2018-05-04,92.5810,16.65,74.87,,,,,-16.99
2018-05-03,92.4228,17.03,73.62,,,,,
2018-05-02,92.7494,17.26,73.36,,,,,
2018-05-01,92.4711,16.91,73.13,,,,,
2018-04-30,91.8378,17.34,75.17,8.30,4.00,3.20,68.79,
2018-04-27,91.5110,17.08,74.64,,,,,-17.40
2018-04-26,91.5845,17.29,74.74,,,,,
2018-04-25,91.2584,18.23,74.00,,,,,
2018-04-24,90.7981,18.23,73.86,,,,,
2018-04-23,90.9279,17.35,74.71,,,,,
2018-04-20,90.3313,17.72,74.06,,,,,-18.72
2018-04-19,89.8928,17.12,73.78,,,,,
2018-04-18,89.6321,16.80,73.48,,,,,
2018-04-17,89.5012,16.80,71.58,,,,,
2018-04-16,89.4372,17.82,71.42,,,,,
2018-04-13,89.8050,18.55,72.58,,,,,-19.68
2018-04-12,89.7856,19.28,72.02,,,,,
2018-04-11,89.5242,20.37,72.06,,,,,
2018-04-10,89.6213,20.40,71.04,,,,,
2018-04-09,89.8399,21.23,68.65,,,,,
2018-04-06,90.1366,21.20,67.11,,,,,-19.64
2018-04-05,90.4383,19.61,68.33,,,,,
2018-04-04,90.1421,20.42,68.02,,,,,
2018-04-03,90.1819,21.02,68.12,,,,,
2018-04-02,90.0335,22.57,67.64,,,,,
2018-03-31,,,,8.20,4.40,3.10,64.20,
2018-03-30,89.9829,,,,,,,-20.58
2018-03-29,90.0937,20.55,70.27,,,,,
2018-03-28,90.0856,22.31,69.53,,,,,
2018-03-27,89.3451,21.94,70.11,,,,,
2018-03-26,89.0738,20.70,70.12,,,,,
2018-03-23,89.5147,22.79,70.45,,,,,-19.48
2018-03-22,89.8605,21.66,68.91,,,,,
2018-03-21,89.7080,18.71,69.47,,,,,
2018-03-20,90.4277,18.88,67.42,,,,,
2018-03-19,89.9199,19.38,66.05,,,,,
2018-03-16,90.1899,17.74,66.21,,,,,-19.66
2018-03-15,90.1284,18.21,65.12,,,,,
2018-03-14,89.7660,18.78,64.89,,,,,
2018-03-13,89.7235,18.05,64.64,,,,,
2018-03-12,89.9221,17.80,64.95,,,,,
2018-03-09,90.1342,17.01,65.49,,,,,-18.41
2018-03-08,90.1302,18.18,63.61,,,,,
2018-03-07,89.5903,18.84,64.34,,,,,
2018-03-06,89.5933,19.24,65.79,,,,,
2018-03-05,89.9968,19.21,65.54,,,,,
2018-03-02,89.9991,19.86,64.37,,,,,-19.40
2018-03-01,90.2646,21.42,63.83,,,,,
2018-02-28,90.6693,19.89,65.78,8.80,4.70,3.20,63.44,
2018-02-27,90.3790,19.02,66.63,,,,,
2018-02-26,89.8710,16.92,67.50,,,,,
2018-02-23,89.8892,17.50,67.31,,,,,-18.59
2018-02-22,89.7418,19.06,66.39,,,,,
2018-02-21,90.1088,20.03,65.42,,,,,
2018-02-20,89.7180,20.01,65.25,,,,,
2018-02-19,89.2083,,65.67,,,,,
2018-02-16,89.1333,19.17,64.84,,,,,-18.93
2018-02-15,88.5685,19.08,64.33,,,,,
2018-02-14,89.0168,19.34,64.36,,,,,
2018-02-13,89.7212,22.65,62.72,,,,,
2018-02-12,90.1347,22.86,62.59,,,,,
2018-02-09,90.3347,24.92,62.79,,,,,-18.53
2018-02-08,90.3033,27.33,64.81,,,,,
2018-02-07,90.3016,23.03,65.51,,,,,
2018-02-06,89.6655,23.75,66.86,,,,,
2018-02-05,89.6852,28.13,67.62,,,,,
2018-02-02,89.1901,17.03,68.58,,,,,-17.37
2018-02-01,88.6486,14.72,69.65,,,,,
2018-01-31,89.1201,14.90,69.05,8.60,5.10,3.40,66.15,
2018-01-30,89.1844,15.83,69.02,,,,,
2018-01-29,89.3578,14.99,69.46,,,,,
2018-01-26,89.0205,13.46,70.52,,,,,-15.44
2018-01-25,89.3528,13.68,70.42,,,,,
2018-01-24,89.2033,13.53,70.53,,,,,
2018-01-23,90.0919,13.22,69.96,,,,,
2018-01-22,90.3726,12.99,69.03,,,,,
2018-01-19,90.7025,13.04,68.61,,,,,-15.71
2018-01-18,90.5232,13.58,69.31,,,,,
2018-01-17,90.8823,13.25,69.38,,,,,
2018-01-16,90.4671,13.23,69.15,,,,,
2018-01-15,90.4354,,70.26,,,,,
2018-01-12,90.8615,12.20,69.87,,,,,-15.00
2018-01-11,91.9163,12.16,69.26,,,,,
2018-01-10,92.3791,12.36,69.20,,,,,
2018-01-09,92.5063,12.41,68.82,,,,,
2018-01-08,92.3351,12.15,67.78,,,,,
2018-01-05,92.0268,12.06,67.62,,,,,-13.16
2018-01-04,91.8691,12.24,68.07,,,,,
2018-01-03,92.1708,12.32,67.84,,,,,
2018-01-02,91.8616,12.61,66.57,,,,,
2018-01-01,92.2574,,,,,,,
2017-12-31,,,,8.10,5.20,3.60,61.21,
2017-12-29,92.2574,13.09,66.87,,,,,-11.39
2017-12-28,92.6468,12.76,66.72,,,,,
2017-12-27,93.0742,12.65,66.44,,,,,
2017-12-26,93.2870,12.62,67.02,,,,,
2017-12-25,93.2437,,,,,,,
2017-12-22,93.2987,12.49,65.25,,,,,-11.15
2017-12-21,93.2662,12.35,64.90,,,,,
2017-12-20,93.3607,12.37,64.56,,,,,
2017-12-19,93.4576,12.51,63.41,,,,,
2017-12-18,93.7026,12.07,63.41,,,,,
2017-12-15,93.9475,12.08,63.23,,,,,-10.09
2017-12-14,93.6290,12.80,63.31,,,,,
2017-12-13,93.4266,12.50,62.44,,,,,
2017-12-12,94.0660,12.48,63.34,,,,,
2017-12-11,93.9567,12.28,64.69,,,,,
2017-12-08,93.8722,12.46,63.40,,,,,-8.32
2017-12-07,93.7786,12.93,62.20,,,,,
2017-12-06,93.5703,13.45,61.22,,,,,
2017-12-05,93.3116,13.54,62.86,,,,,
2017-12-04,93.0878,13.55,62.45,,,,,
2017-12-01,92.8789,13.28,63.73,,,,,-7.75
2017-11-30,93.0139,13.04,63.57,9.10,5.30,4.00,59.96,
2017-11-29,93.2756,12.82,63.11,,,,,
2017-11-28,93.2754,12.27,63.61,,,,,
2017-11-27,92.9230,12.57,63.84,,,,,
2017-11-24,92.7527,12.42,63.86,,,,,-7.05
2017-11-23,93.1272,,63.55,,,,,
2017-11-22,93.2385,12.44,63.32,,,,,
2017-11-21,93.9702,12.55,62.57,,,,,
2017-11-20,94.0791,13.28,62.22,,,,,
2017-11-17,93.6868,13.80,62.72,,,,,-6.52
2017-11-16,93.9119,13.96,61.36,,,,,
2017-11-15,93.8102,14.66,61.87,,,,,
2017-11-14,93.8166,13.93,62.21,,,,,
2017-11-13,94.5013,13.75,63.16,,,,,
2017-11-10,94.3822,13.61,63.52,,,,,-6.38
2017-11-09,94.5085,13.14,63.93,,,,,
2017-11-08,94.8489,12.88,63.49,,,,,
2017-11-07,94.8989,12.76,63.69,,,,,
2017-11-06,94.7371,12.57,64.27,,,,,
2017-11-03,94.9225,12.42,62.07,,,,,-5.75
2017-11-02,94.7096,12.68,60.62,,,,,
2017-11-01,94.8026,12.57,60.49,,,,,
2017-10-31,94.5674,12.38,61.37,8.90,5.40,4.10,54.92,
2017-10-30,94.4935,12.57,60.90,,,,,
2017-10-27,94.8144,12.23,60.44,,,,,-5.73
2017-10-26,94.6412,12.93,59.30,,,,,
2017-10-25,93.6546,12.95,58.44,,,,,
2017-10-24,93.9471,12.67,58.33,,,,,
2017-10-23,93.8421,12.55,57.37,,,,,
2017-10-20,93.6925,11.85,57.75,,,,,-2.31
2017-10-19,93.1283,11.96,57.23,,,,,
2017-10-18,93.4479,11.92,58.15,,,,,
2017-10-17,93.5070,12.05,57.88,,,,,
2017-10-16,93.2807,11.94,57.82,,,,,
2017-10-13,93.0662,11.98,57.17,,,,,-2.61
2017-10-12,93.1063,12.26,56.25,,,,,
2017-10-11,92.9779,12.24,56.94,,,,,
2017-10-10,93.2796,12.47,56.61,,,,,
2017-10-09,93.7317,12.73,55.79,,,,,
2017-10-06,93.7978,12.44,55.62,,,,,-2.48
2017-10-05,93.9070,12.18,57.00,,,,,
2017-10-04,93.4795,12.38,55.80,,,,,
2017-10-03,93.5926,12.31,56.00,,,,,
2017-10-02,93.6406,12.36,56.12,,,,,
2017-09-30,,,,9.00,5.40,4.00,52.91,
2017-09-29,93.0711,12.49,57.54,,,,,-0.88
2017-09-28,93.1026,12.76,57.49,,,,,
2017-09-27,93.4568,12.91,57.90,,,,,
2017-09-26,92.9924,13.02,58.44,,,,,
2017-09-25,92.6519,13.06,59.02,,,,,
2017-09-22,92.1699,12.85,56.86,,,,,-0.23
2017-09-21,92.1717,12.66,56.43,,,,,
2017-09-20,92.4524,12.66,56.29,,,,,
2017-09-19,91.8377,12.73,55.14,,,,,
2017-09-18,92.0294,12.69,55.48,,,,,
2017-09-15,91.8458,12.96,55.62,,,,,-0.24
2017-09-14,92.0500,13.16,55.47,,,,,
2017-09-13,92.4112,13.23,55.16,,,,,
2017-09-12,91.9157,13.56,54.27,,,,,
2017-09-11,91.9411,13.86,53.84,,,,,
2017-09-08,91.3261,14.69,53.78,,,,,-2.48
2017-09-07,91.5168,14.32,54.49,,,,,
2017-09-06,92.2454,14.40,54.20,,,,,
2017-09-05,92.3102,14.58,53.38,,,,,
2017-09-04,92.6314,,52.34,,,,,
2017-09-01,92.8562,13.59,52.75,,,,,-3.82
2017-08-31,92.6243,13.80,52.38,8.60,5.40,4.00,49.94,
2017-08-30,92.9046,14.14,50.86,,,,,
2017-08-29,92.3366,14.12,52.00,,,,,
2017-08-28,92.2466,13.99,51.89,,,,,
2017-08-25,92.5451,13.99,52.41,,,,,-7.57
2017-08-24,93.2973,14.39,52.04,,,,,
2017-08-23,93.2228,14.33,52.57,,,,,
2017-08-22,93.4990,13.63,51.87,,,,,
2017-08-21,93.0910,14.99,51.66,,,,,
2017-08-18,93.4448,15.65,52.72,,,,,-6.04
2017-08-17,93.7214,16.14,51.03,,,,,
2017-08-16,93.5111,13.58,50.27,,,,,
2017-08-15,93.8514,13.90,50.80,,,,,
2017-08-14,93.4316,13.92,50.73,,,,,
2017-08-11,93.0967,16.39,52.10,,,,,-4.89
2017-08-10,93.4009,16.21,51.90,,,,,
2017-08-09,93.5315,13.49,52.70,,,,,
2017-08-08,93.6178,13.20,52.14,,,,,
2017-08-07,93.4194,12.66,52.37,,,,,
2017-08-04,93.4882,12.75,52.42,,,,,-3.56
2017-08-03,92.8244,12.74,52.01,,,,,
2017-08-02,92.8846,12.56,52.36,,,,,
2017-08-01,93.0739,12.40,51.78,,,,,
2017-07-31,92.8091,12.47,52.65,8.90,4.90,4.00,47.67,
2017-07-28,93.3462,12.58,52.52,,,,,-2.04
2017-07-27,93.9235,12.42,51.49,,,,,
2017-07-26,93.4542,12.11,50.97,,,,,
2017-07-25,94.0928,12.05,50.20,,,,,
2017-07-24,94.0031,12.04,48.60,,,,,
2017-07-21,93.9659,12.06,48.06,,,,,-1.44
2017-07-20,94.2710,12.04,49.30,,,,,
2017-07-19,94.8471,12.00,49.70,,,,,
2017-07-18,94.6651,12.25,48.84,,,,,
2017-07-17,95.1459,12.28,48.42,,,,,
2017-07-14,95.1254,12.23,48.91,,,,,0.37
2017-07-13,95.7810,12.55,48.42,,,,,
2017-07-12,95.7885,12.78,47.74,,,,,
2017-07-11,95.7363,13.16,47.52,,,,,
2017-07-10,96.0471,13.35,46.88,,,,,
2017-07-07,96.0148,13.52,46.71,,,,,0.85
2017-07-06,95.8078,14.11,48.11,,,,,
2017-07-05,96.2116,13.31,47.79,,,,,
2017-07-04,96.2800,,49.61,,,,,
2017-07-03,96.1937,13.31,49.68,,,,,
2017-06-30,95.6309,13.14,47.92,9.10,5.30,3.90,46.13,1.86
2017-06-29,95.5782,13.15,47.42,,,,,
2017-06-28,96.0490,12.40,47.31,,,,,
2017-06-27,96.4852,12.96,46.65,,,,,
2017-06-26,97.4164,12.27,45.83,,,,,
2017-06-23,97.3036,12.36,45.54,,,,,2.68
2017-06-22,97.5421,12.62,45.22,,,,,
2017-06-21,97.5393,12.76,44.82,,,,,
2017-06-20,97.7437,12.69,46.02,,,,,
2017-06-19,97.5345,12.40,46.91,,,,,
2017-06-16,97.1413,12.71,47.37,,,,,1.82
2017-06-15,97.5066,12.91,46.92,,,,,
2017-06-14,96.9185,12.77,47.00,,,,,
2017-06-13,96.9989,12.73,48.72,,,,,
2017-06-12,97.1883,13.30,48.29,,,,,
2017-06-09,97.2770,12.96,48.15,,,,,2.12
2017-06-08,96.9700,12.76,47.86,,,,,
2017-06-07,96.7215,13.09,48.06,,,,,
2017-06-06,96.5493,13.08,50.12,,,,,
2017-06-05,96.8166,12.85,49.47,,,,,
2017-06-02,96.6578,12.46,49.95,,,,,2.26
2017-06-01,97.2179,12.42,50.63,,,,,
2017-05-31,96.9672,12.63,50.31,9.10,4.90,3.80,49.91,
2017-05-30,97.2993,12.74,51.84,,,,,
2017-05-29,97.4795,,52.29,,,,,
2017-05-26,97.4092,12.44,52.15,,,,,1.13
2017-05-25,97.2128,12.51,51.46,,,,,
2017-05-24,97.0466,12.59,53.96,,,,,
2017-05-23,97.3714,12.90,54.15,,,,,
2017-05-22,96.9833,12.96,53.87,,,,,
2017-05-19,97.1115,13.49,53.61,,,,,2.13
2017-05-18,97.8725,14.97,52.51,,,,,
2017-05-17,97.4353,15.60,52.21,,,,,
2017-05-16,98.2139,12.65,51.65,,,,,
2017-05-15,98.9346,12.78,51.82,,,,,
2017-05-12,99.1858,12.97,50.84,,,,,2.15
2017-05-11,99.6579,13.01,50.77,,,,,
2017-05-10,99.6212,12.91,50.22,,,,,
2017-05-09,99.5734,12.71,48.73,,,,,
2017-05-08,99.1510,12.59,49.34,,,,,
2017-05-05,98.5840,12.85,49.10,,,,,2.76
2017-05-04,98.7511,12.83,48.38,,,,,
2017-05-03,99.0878,13.09,50.79,,,,,
2017-05-02,98.9325,12.83,50.46,,,,,
2017-05-01,99.1446,12.63,51.52,,,,,
2017-04-30,,,,9.80,5.00,3.90,52.23,
2017-04-28,99.0368,12.93,51.73,,,,,3.06
2017-04-27,99.1631,12.80,51.44,,,,,
2017-04-26,98.9780,12.98,51.82,,,,,
2017-04-25,98.8372,12.85,52.10,,,,,
2017-04-24,99.0265,12.90,51.60,,,,,
2017-04-21,99.7403,14.75,51.96,,,,,3.81
2017-04-20,99.8058,14.53,52.99,,,,,
2017-04-19,99.8171,15.08,52.93,,,,,
2017-04-18,99.5130,14.76,54.89,,,,,
2017-04-17,100.3134,14.86,55.36,,,,,
2017-04-14,100.5123,,,,,,,4.93
2017-04-13,100.5836,15.75,55.89,,,,,
2017-04-12,100.1650,15.28,55.86,,,,,
2017-04-11,100.7202,15.16,56.23,,,,,
2017-04-10,101.0184,14.58,55.98,,,,,
2017-04-07,101.1647,14.06,55.24,,,,,5.57
2017-04-06,100.7086,13.66,54.89,,,,,
2017-04-05,100.5789,14.12,54.36,,,,,
2017-04-04,100.5376,13.37,54.17,,,,,
2017-04-03,100.4900,13.67,53.12,,,,,
2017-03-31,100.5451,13.60,52.83,10.10,5.10,4.20,50.91,7.41
2017-03-30,100.5813,13.37,52.96,,,,,
2017-03-29,99.9462,13.43,52.42,,,,,
2017-03-28,99.7010,13.68,51.33,,,,,
2017-03-27,99.2249,14.23,50.75,,,,,
2017-03-24,99.7709,14.55,50.80,,,,,5.99
2017-03-23,99.7485,14.91,50.56,,,,,
2017-03-22,99.6992,14.68,50.64,,,,,
2017-03-21,99.7274,14.62,50.96,,,,,
2017-03-20,100.3544,13.90,51.62,,,,,
2017-03-17,100.3413,13.92,51.76,,,,,6.30
2017-03-16,100.2705,13.78,51.74,,,,,
2017-03-15,100.5385,14.20,51.81,,,,,
2017-03-14,101.7612,14.63,50.92,,,,,
2017-03-13,101.3790,14.36,51.35,,,,,
2017-03-10,101.3831,14.38,51.37,,,,,7.31
2017-03-09,101.9874,14.78,52.19,,,,,
2017-03-08,102.1101,14.54,53.11,,,,,
2017-03-07,101.8206,14.41,55.92,,,,,
2017-03-06,101.6753,14.34,56.01,,,,,
2017-03-03,101.3417,14.26,55.90,,,,,7.65
2017-03-02,102.1495,14.77,55.08,,,,,
2017-03-01,101.7407,14.86,56.36,,,,,
2017-02-28,101.3437,15.28,55.59,10.40,4.70,4.10,54.36,
2017-02-27,101.1551,14.91,55.93,,,,,
2017-02-24,101.1199,14.76,55.99,,,,,6.88
2017-02-23,100.9732,14.74,56.58,,,,,
2017-02-22,101.3301,14.39,55.84,,,,,
2017-02-21,101.4555,14.04,56.66,,,,,
2017-02-20,100.9062,,56.18,,,,,
2017-02-17,100.8875,13.72,55.81,,,,,8.89
2017-02-16,100.4815,13.63,55.65,,,,,
2017-02-15,101.0881,13.41,55.75,,,,,
2017-02-14,101.2211,13.19,55.97,,,,,
2017-02-13,101.0038,13.68,55.59,,,,,
2017-02-10,100.7145,13.91,56.70,,,,,9.58
2017-02-09,100.6636,14.17,55.63,,,,,
2017-02-08,100.1742,14.56,55.12,,,,,
2017-02-07,100.4001,14.35,55.05,,,,,
2017-02-06,99.8780,14.24,55.72,,,,,
2017-02-03,99.7261,14.05,56.57,,,,,8.06
2017-02-02,99.8403,14.59,56.56,,,,,
2017-02-01,99.7332,14.29,56.80,,,,,
2017-01-31,99.5669,14.48,55.70,10.70,4.60,3.90,53.63,
2017-01-30,100.4497,14.41,55.23,,,,,
2017-01-27,100.5728,13.68,55.52,,,,,4.97
2017-01-26,100.5069,13.63,56.24,,,,,
2017-01-25,99.9340,13.61,55.08,,,,,
2017-01-24,99.9340,13.87,55.44,,,,,
2017-01-23,100.2768,14.54,55.23,,,,,
2017-01-20,100.7929,14.49,55.49,,,,,5.34
2017-01-19,101.1300,15.02,54.16,,,,,
2017-01-18,101.3372,14.94,53.92,,,,,
2017-01-17,100.2688,14.89,55.47,,,,,
2017-01-16,101.6064,,55.86,,,,,
2017-01-13,101.1871,14.54,55.45,,,,,6.65
2017-01-12,101.4542,14.58,56.01,,,,,
2017-01-11,101.7300,14.47,55.10,,,,,
2017-01-10,102.0389,14.66,53.64,,,,,
2017-01-09,101.9569,14.63,54.94,,,,,
2017-01-06,102.1866,14.56,57.10,,,,,7.07
2017-01-05,101.4003,14.70,56.89,,,,,
2017-01-04,102.5107,14.84,56.46,,,,,
2017-01-03,103.2815,15.56,55.47,,,,,
2017-01-02,102.9075,,,,,,,
2016-12-31,,,,11.30,4.90,3.90,52.61,
2016-12-30,102.3837,16.54,56.82,,,,,6.22
2016-12-29,102.6240,16.16,56.14,,,,,
2016-12-28,103.2914,15.93,56.22,,,,,
2016-12-27,103.0346,15.36,56.09,,,,,
2016-12-26,102.9391,,,,,,,
2016-12-23,102.9873,15.25,55.16,,,,,6.80
2016-12-22,103.0759,15.29,55.05,,,,,
2016-12-21,103.0385,15.09,54.46,,,,,
2016-12-20,103.3035,15.14,55.35,,,,,
2016-12-19,103.1349,15.31,54.92,,,,,
2016-12-16,102.8025,15.57,55.21,,,,,7.29
2016-12-15,103.1514,15.75,54.02,,,,,
2016-12-14,102.0410,15.87,53.90,,,,,
2016-12-13,101.0507,15.70,55.72,,,,,
2016-12-12,100.9709,15.73,55.69,,,,,
2016-12-09,101.5704,15.22,54.33,,,,,5.42
2016-12-08,101.0990,15.72,53.89,,,,,
2016-12-07,100.2326,15.48,53.00,,,,,
2016-12-06,100.4803,15.48,53.93,,,,,
2016-12-05,100.1328,15.77,54.94,,,,,
2016-12-02,100.6946,16.78,54.46,,,,,7.10
2016-12-01,100.9476,16.67,53.94,,,,,
2016-11-30,101.5732,16.10,50.47,11.40,4.80,3.80,45.28,
2016-11-29,100.9546,15.90,46.38,,,,,
2016-11-28,101.1817,16.02,48.24,,,,,
2016-11-25,101.4994,15.51,47.24,,,,,6.77
2016-11-24,101.7389,,49.00,,,,,
2016-11-23,101.6664,15.43,48.95,,,,,
2016-11-22,101.0194,15.35,49.12,,,,,
2016-11-21,100.8917,15.32,48.90,,,,,
2016-11-18,101.3420,15.52,46.86,,,,,7.23
2016-11-17,100.9524,15.64,46.49,,,,,
2016-11-16,100.3785,16.07,46.63,,,,,
2016-11-15,100.1967,15.75,46.95,,,,,
2016-11-14,100.0214,16.70,44.43,,,,,
2016-11-11,98.9723,16.49,44.75,,,,,7.74
2016-11-10,98.7808,16.75,45.84,,,,,
2016-11-09,98.6637,16.28,46.36,,,,,
2016-11-08,97.8730,18.10,46.04,,,,,
2016-11-07,97.7372,18.15,46.15,,,,,
2016-11-04,96.9016,21.13,45.58,,,,,6.64
2016-11-03,97.1597,20.70,46.35,,,,,
2016-11-02,97.3731,19.18,46.86,,,,,
2016-11-01,97.7350,18.74,48.14,,,,,
2016-10-31,98.3517,17.85,48.30,11.60,4.50,3.60,49.29,
2016-10-28,98.3022,17.37,49.71,,,,,7.04
2016-10-27,98.9160,16.93,50.47,,,,,
2016-10-26,98.6148,16.25,49.98,,,,,
2016-10-25,98.7254,15.81,50.79,,,,,
2016-10-24,98.7556,15.61,51.46,,,,,
2016-10-21,98.6259,16.04,51.78,,,,,4.50
2016-10-20,98.3289,16.23,51.38,,,,,
2016-10-19,97.8686,16.46,52.67,,,,,
2016-10-18,97.8764,16.92,51.68,,,,,
2016-10-17,97.8774,17.47,51.52,,,,,
2016-10-14,98.1056,17.42,51.95,,,,,5.42
2016-10-13,97.5350,17.59,52.03,,,,,
2016-10-12,98.0003,17.02,51.81,,,,,
2016-10-11,97.7289,16.94,52.41,,,,,
2016-10-10,96.9018,15.95,53.14,,,,,
2016-10-07,96.4912,16.44,51.93,,,,,8.56
2016-10-06,96.6810,16.07,52.51,,,,,
2016-10-05,96.1463,16.22,51.86,,,,,
2016-10-04,96.1234,16.47,50.87,,,,,
2016-10-03,95.7612,16.40,50.89,,,,,
2016-09-30,95.4426,16.37,49.06,11.50,5.10,3.40,45.06,9.34
2016-09-29,95.5172,16.87,49.24,,,,,
2016-09-28,95.4275,16.01,48.69,,,,,
2016-09-27,95.4499,16.45,45.97,,,,,
2016-09-26,95.2986,17.28,47.35,,,,,
2016-09-23,95.5001,16.05,45.89,,,,,10.82
2016-09-22,95.3801,15.94,47.65,,,,,
2016-09-21,95.5055,16.66,46.83,,,,,
2016-09-20,96.0086,17.99,45.88,,,,,
2016-09-19,95.8503,17.78,45.95,,,,,
2016-09-16,96.0335,17.88,45.77,,,,,12.31
2016-09-15,95.2628,18.19,46.59,,,,,
2016-09-14,95.3221,19.35,45.85,,,,,
2016-09-13,95.5621,19.05,47.10,,,,,
2016-09-12,95.1432,17.27,48.32,,,,,
2016-09-09,95.3598,18.83,48.01,,,,,13.26
2016-09-08,95.0100,15.81,49.99,,,,,
2016-09-07,94.9630,15.49,47.98,,,,,
2016-09-06,94.8647,15.56,47.26,,,,,
2016-09-05,95.7791,,47.63,,,,,
2016-09-02,95.8821,15.65,46.83,,,,,12.83
2016-09-01,95.6454,16.31,45.45,,,,,
2016-08-31,95.9868,16.14,47.04,11.40,5.00,3.20,44.84,
2016-08-30,96.0527,16.03,48.37,,,,,
2016-08-29,95.5805,15.93,49.26,,,,,
2016-08-26,95.4700,16.24,49.92,,,,,16.90
2016-08-25,94.7254,16.13,49.67,,,,,
2016-08-24,94.7748,16.00,49.05,,,,,
2016-08-23,94.5258,15.42,49.96,,,,,
2016-08-22,94.5381,15.50,49.16,,,,,
2016-08-19,94.4965,15.13,50.88,,,,,17.65
2016-08-18,94.1869,15.16,50.89,,,,,
2016-08-17,94.7246,15.52,49.85,,,,,
2016-08-16,94.7949,16.02,49.23,,,,,
2016-08-15,95.6205,15.38,48.35,,,,,
2016-08-12,95.7057,15.26,46.97,,,,,15.55
2016-08-11,95.9312,15.30,46.04,,,,,
2016-08-10,95.5912,15.41,44.05,,,,,
2016-08-09,96.1306,15.11,44.98,,,,,
2016-08-08,96.3728,15.16,45.39,,,,,
2016-08-05,96.2846,15.14,44.27,,,,,16.87
2016-08-04,95.7780,15.71,44.29,,,,,
2016-08-03,95.5488,16.08,43.10,,,,,
2016-08-02,95.0976,16.39,41.80,,,,,
2016-08-01,95.7776,15.70,42.14,,,,,
2016-07-31,,,,10.20,5.20,3.30,44.22,
2016-07-29,95.5534,15.42,42.46,,,,,16.23
2016-07-28,96.6868,16.00,42.70,,,,,
2016-07-27,96.7846,16.10,43.47,,,,,
2016-07-26,97.1654,16.32,44.87,,,,,
2016-07-25,97.2587,16.27,44.72,,,,,
2016-07-22,97.3526,15.80,45.69,,,,,14.70
2016-07-21,96.9488,16.10,46.20,,,,,
2016-07-20,97.1415,15.44,47.17,,,,,
2016-07-19,97.0385,15.74,46.66,,,,,
2016-07-18,96.5465,15.77,46.96,,,,,
2016-07-15,96.6855,15.99,47.61,,,,,13.20
2016-07-14,96.1230,15.86,47.37,,,,,
2016-07-13,96.3202,15.97,46.26,,,,,
2016-07-12,96.5086,16.17,48.47,,,,,
2016-07-11,96.5512,16.49,46.25,,,,,
2016-07-08,96.2966,16.49,46.76,,,,,14.39
2016-07-07,96.2580,17.76,46.40,,,,,
2016-07-06,96.1037,17.74,48.80,,,,,
2016-07-05,96.2122,18.24,47.96,,,,,
2016-07-04,95.5253,,50.10,,,,,
2016-07-01,95.6655,17.65,50.35,,,,,13.83
2016-06-30,95.9526,18.09,49.68,11.80,4.90,3.30,47.69,
2016-06-29,95.6621,18.73,50.61,,,,,
2016-06-28,96.0549,20.26,48.58,,,,,
2016-06-27,96.3817,23.68,47.16,,,,,
2016-06-24,95.4392,23.93,48.41,,,,,14.48
2016-06-23,93.0873,18.42,50.91,,,,,
2016-06-22,93.5461,21.08,49.88,,,,,
2016-06-21,94.0690,19.69,50.62,,,,,
2016-06-20,93.6532,19.81,50.65,,,,,
2016-06-17,94.1537,21.31,49.17,,,,,16.05
2016-06-16,94.6095,21.16,47.19,,,,,
2016-06-15,94.6106,21.81,48.97,,,,,
2016-06-14,94.9158,21.94,49.83,,,,,
2016-06-13,94.4217,21.87,50.35,,,,,
2016-06-10,94.6582,18.94,50.54,,,,,14.95
2016-06-09,94.0911,17.32,51.95,,,,,
2016-06-08,93.5436,16.79,52.51,,,,,
2016-06-07,93.8621,16.63,51.44,,,,,
2016-06-06,94.0234,16.44,50.55,,,,,
2016-06-03,93.9222,16.49,49.64,,,,,14.46
2016-06-02,95.5545,16.37,50.04,,,,,
2016-06-01,95.4214,16.70,49.72,,,,,
2016-05-31,95.8412,16.63,49.69,11.80,5.00,3.30,45.98,
2016-05-30,95.7093,,49.76,,,,,
2016-05-27,95.7397,16.31,49.32,,,,,13.44
2016-05-26,95.1449,16.56,49.59,,,,,
2016-05-25,95.3895,16.77,49.74,,,,,
2016-05-24,95.6320,17.08,48.61,,,,,
