指标名称,美元指数,美国:标普500 3个月波动率指数,期货结算价(连续):布伦特原油,M2:同比,欧元区:M2:同比,日本:货币供应量:平均余额:M2:同比,实际市场价格:全球:现货原油,库存量:商业原油:全美:同比
2022-06-16,103.8326,33.49,119.81,,,,,
2022-06-15,104.8694,30.78,118.51,,,,,
2022-06-14,105.4807,33.28,121.17,,,,,
2022-06-13,105.2277,34.24,122.27,,,,,
2022-06-10,104.1926,29.72,122.01,,,,,-10.28
2022-06-09,103.3279,28.01,123.07,,,,,
2022-06-08,102.5613,26.54,123.58,,,,,
2022-06-07,102.3352,26.52,120.57,,,,,
2022-06-06,102.3982,27.22,119.51,,,,,
2022-06-03,102.1704,27.33,119.72,,,,,-12.08
2022-06-02,101.7797,27.06,117.61,,,,,
2022-06-01,102.5679,27.72,116.29,,,,,
2022-05-31,101.7679,27.99,122.84,11.10,,3.20,,
2022-05-30,101.6454,,121.67,,,,,
2022-05-27,101.6429,28.02,119.43,,,,,-13.47
2022-05-26,101.7557,29.28,117.40,,,,,
2022-05-25,102.1262,29.73,114.03,,,,,
2022-05-24,101.7692,30.74,113.56,,,,,
2022-05-23,102.0767,30.29,113.42,,,,,
2022-05-20,103.0334,31.14,112.55,,,,,-13.33
2022-05-19,102.8934,30.79,112.04,,,,,
2022-05-18,103.9245,32.80,109.11,,,,,
2022-05-17,103.2971,28.37,111.93,,,,,
2022-05-16,104.2230,29.51,114.24,,,,,
2022-05-13,104.4509,30.70,111.55,,,,,-13.41
2022-05-12,104.7536,33.08,107.45,,,,,
2022-05-11,104.0200,33.63,107.51,,,,,
2022-05-10,103.9278,33.97,102.46,,,,,
2022-05-09,103.7264,35.05,105.94,,,,,
2022-05-06,103.6617,32.31,112.39,,,,,-12.48
2022-05-05,103.5715,32.68,110.90,,,,,
2022-05-04,102.5122,28.09,110.14,,,,,
2022-05-03,103.4861,30.81,104.97,,,,,
2022-05-02,103.6027,33.01,107.58,,,,,
2022-04-30,,,,10.50,6.50,3.40,103.53,
2022-04-29,103.2173,33.18,109.34,,,,,-14.30
2022-04-28,103.6704,31.15,107.59,,,,,
2022-04-27,102.9669,32.20,105.32,,,,,
2022-04-26,101.7393,33.14,104.99,,,,,
2022-04-25,101.7435,29.07,102.32,,,,,
2022-04-22,101.1233,29.87,106.65,,,,,-15.96
2022-04-21,100.6273,26.11,108.33,,,,,
2022-04-20,100.3037,24.15,106.80,,,,,
2022-04-19,100.9863,25.06,107.25,,,,,
2022-04-18,100.7877,25.75,113.16,,,,,
2022-04-15,100.5201,,,,,,,-16.08
2022-04-14,100.3048,26.03,111.70,,,,,
2022-04-13,99.8387,25.54,108.78,,,,,
2022-04-12,100.3367,27.17,104.64,,,,,
2022-04-11,99.9775,27.00,98.48,,,,,
2022-04-08,99.8430,25.17,102.78,,,,,-14.35
2022-04-07,99.7712,25.23,100.58,,,,,
2022-04-06,99.6457,25.80,101.07,,,,,
2022-04-05,99.4903,24.90,106.64,,,,,
2022-04-04,99.0122,23.03,107.53,,,,,
2022-04-01,98.5709,24.21,104.39,,,,,-17.25
2022-03-31,98.3618,24.46,107.91,9.70,6.60,3.50,112.40,
2022-03-30,97.8297,23.57,113.45,,,,,
2022-03-29,98.4257,23.19,110.23,,,,,
2022-03-28,99.1520,24.18,112.48,,,,,
2022-03-25,98.8103,24.72,120.65,,,,,-18.31
2022-03-24,98.7894,25.30,119.03,,,,,
2022-03-23,98.6470,26.41,121.60,,,,,
2022-03-22,98.4386,25.85,115.48,,,,,
2022-03-21,98.4923,26.38,115.62,,,,,
2022-03-18,98.2282,26.55,107.93,,,,,-17.77
2022-03-17,98.0175,28.22,106.64,,,,,
2022-03-16,98.3755,28.96,98.02,,,,,
2022-03-15,98.9916,31.96,99.91,,,,,
2022-03-14,99.1193,33.32,106.90,,,,,
2022-03-11,99.1263,32.34,112.67,,,,,-16.95
2022-03-10,98.5160,31.52,109.33,,,,,
2022-03-09,97.9601,33.06,111.14,,,,,
2022-03-08,99.1289,35.00,127.98,,,,,
2022-03-07,99.2599,35.74,123.21,,,,,
2022-03-04,98.5113,32.34,118.11,,,,,-17.42
2022-03-03,97.7267,30.80,110.46,,,,,
2022-03-02,97.3539,30.97,112.93,,,,,
2022-03-01,97.4044,32.59,104.97,,,,,
2022-02-28,96.7063,29.65,100.99,9.20,6.60,3.60,93.35,
2022-02-25,96.5433,28.04,97.93,,,,,-14.69
2022-02-24,97.0908,30.05,99.08,,,,,
2022-02-23,96.2042,30.88,96.84,,,,,
2022-02-22,96.0844,29.11,96.84,,,,,
2022-02-21,96.1321,,95.39,,,,,
2022-02-18,96.1024,29.22,93.54,,,,,-10.15
2022-02-17,95.8216,29.32,92.97,,,,,
2022-02-16,95.8266,26.26,94.81,,,,,
2022-02-15,95.9863,27.28,93.28,,,,,
2022-02-14,96.2789,29.44,96.48,,,,,
2022-02-11,96.0309,28.83,94.44,,,,,-10.88
2022-02-10,95.6799,26.07,91.41,,,,,
2022-02-09,95.5588,23.49,91.55,,,,,
2022-02-08,95.6095,24.54,90.78,,,,,
2022-02-07,95.4120,25.69,92.69,,,,,
2022-02-04,95.4683,26.25,93.27,,,,,-12.50
2022-02-03,95.3410,26.67,91.11,,,,,
2022-02-02,95.9872,25.14,89.47,,,,,
2022-02-01,96.2530,24.76,89.16,,,,,
2022-01-31,96.6369,26.85,91.21,9.80,6.60,3.60,83.93,
2022-01-28,97.2135,28.82,90.03,,,,,-12.72
2022-01-27,97.2288,30.87,89.34,,,,,
2022-01-26,96.4886,31.95,89.96,,,,,
2022-01-25,95.9975,31.76,88.20,,,,,
2022-01-24,95.8958,30.82,86.27,,,,,
2022-01-21,95.6317,29.95,87.89,,,,,-12.68
2022-01-20,95.7948,27.25,88.38,,,,,
2022-01-19,95.6069,25.81,88.44,,,,,
2022-01-18,95.7298,25.12,87.51,,,,,
2022-01-17,95.2590,,86.48,,,,,
2022-01-14,95.1606,22.82,86.06,,,,,-14.95
2022-01-13,94.8822,23.41,84.47,,,,,
2022-01-12,94.9984,21.58,84.67,,,,,
2022-01-11,95.5957,21.98,83.72,,,,,
2022-01-10,95.9530,22.68,80.87,,,,,
2022-01-07,95.7388,22.87,81.75,,,,,-14.29
2022-01-06,96.2316,23.50,81.99,,,,,
2022-01-05,96.1734,23.47,80.80,,,,,
2022-01-04,96.2685,21.62,80.00,,,,,
2022-01-03,96.2181,21.53,78.98,,,,,
2021-12-31,95.9701,21.88,77.78,9.00,7.00,3.70,72.98,-13.93
2021-12-30,95.9701,21.88,79.32,,,,,
2021-12-29,95.9059,21.83,79.23,,,,,
2021-12-28,96.1703,22.33,78.94,,,,,
2021-12-27,96.0724,22.74,78.60,,,,,
2021-12-24,96.1327,23.24,76.14,,,,,-14.89
2021-12-23,96.0602,23.24,76.85,,,,,
2021-12-22,96.4557,23.56,75.29,,,,,
2021-12-21,96.4557,25.00,73.98,,,,,
2021-12-20,96.5160,26.31,71.52,,,,,
2021-12-17,96.6756,25.38,73.52,,,,,-15.21
2021-12-16,95.9900,24.37,75.02,,,,,
2021-12-15,96.3421,23.30,73.88,,,,,
2021-12-14,96.5608,25.35,73.70,,,,,
2021-12-13,96.3529,24.32,74.39,,,,,
2021-12-10,96.0496,23.18,75.15,,,,,-14.36
2021-12-09,96.2233,24.66,74.42,,,,,
2021-12-08,95.9604,23.63,75.82,,,,,
2021-12-07,96.3046,24.96,75.44,,,,,
2021-12-06,96.2777,28.88,73.08,,,,,
2021-12-03,96.1715,31.78,69.88,,,,,-13.98
2021-12-02,96.1246,29.15,69.67,,,,,
2021-12-01,96.0407,30.79,68.87,,,,,
2021-11-30,95.8970,28.13,70.57,8.50,7.20,4.00,79.89,
2021-11-29,96.1720,25.04,73.44,,,,,
2021-11-26,96.0640,29.17,72.72,,,,,-11.26
2021-11-25,96.7860,,82.22,,,,,
2021-11-24,96.8430,21.90,82.25,,,,,
2021-11-23,96.4934,22.45,82.31,,,,,
2021-11-22,96.5036,22.63,79.70,,,,,
2021-11-19,96.0672,21.92,78.89,,,,,-11.19
2021-11-18,95.5414,21.90,81.24,,,,,
2021-11-17,95.7991,21.58,80.28,,,,,
2021-11-16,95.9116,20.90,82.43,,,,,
2021-11-15,95.5242,20.87,82.05,,,,,
2021-11-12,95.1166,20.69,82.17,,,,,-11.54
2021-11-11,95.1507,21.38,82.87,,,,,
2021-11-10,94.8998,22.00,82.64,,,,,
2021-11-09,93.9720,21.41,84.78,,,,,
2021-11-08,94.0493,20.98,83.43,,,,,
2021-11-05,94.2241,20.49,82.74,,,,,-10.97
2021-11-04,94.3281,19.70,80.54,,,,,
2021-11-03,93.8671,19.50,81.99,,,,,
2021-11-02,94.1070,20.10,84.72,,,,,
2021-11-01,93.8717,20.39,84.71,,,,,
2021-10-31,,,,8.70,7.50,4.20,82.06,
2021-10-29,94.1408,20.37,84.38,,,,,-10.39
2021-10-28,93.3606,20.48,84.32,,,,,
2021-10-27,93.8649,20.89,84.58,,,,,
2021-10-26,93.9591,20.11,86.40,,,,,
2021-10-25,93.8393,19.56,85.99,,,,,
2021-10-22,93.6116,20.01,85.53,,,,,-12.51
2021-10-21,93.7562,19.48,84.61,,,,,
2021-10-20,93.6112,19.87,85.82,,,,,
2021-10-19,93.7797,19.98,85.08,,,,,
2021-10-18,93.9591,20.29,84.33,,,,,
2021-10-15,93.9657,20.30,84.86,,,,,-12.61
2021-10-14,93.9823,20.37,84.00,,,,,
2021-10-13,94.0244,21.54,83.18,,,,,
2021-10-12,94.5196,22.33,83.42,,,,,
2021-10-11,94.3669,22.39,83.65,,,,,
2021-10-08,94.1027,21.88,82.39,,,,,-12.70
2021-10-07,94.2227,22.12,81.95,,,,,
2021-10-06,94.2243,22.84,81.08,,,,,
2021-10-05,93.9797,23.11,82.56,,,,,
2021-10-04,93.8182,24.11,81.26,,,,,
2021-10-01,94.0747,23.05,79.28,,,,,-14.61
2021-09-30,94.2638,23.87,78.52,8.30,7.60,4.20,72.77,
2021-09-29,94.3703,23.72,78.64,,,,,
2021-09-28,93.7215,24.03,79.09,,,,,
2021-09-27,93.4227,21.40,79.53,,,,,
2021-09-24,93.2710,20.82,78.09,,,,,-15.00
2021-09-23,93.0987,21.37,77.25,,,,,
2021-09-22,93.4763,23.05,76.19,,,,,
2021-09-21,93.2172,25.47,74.36,,,,,
2021-09-20,93.2498,26.40,73.92,,,,,
2021-09-17,93.2563,23.22,75.34,,,,,-16.27
2021-09-16,92.8677,21.81,75.67,,,,,
2021-09-15,92.4895,21.76,75.46,,,,,
2021-09-14,92.6639,22.55,73.60,,,,,
2021-09-13,92.6151,22.47,73.51,,,,,
2021-09-10,92.6398,23.31,72.92,,,,,-15.85
2021-09-09,92.5094,22.06,71.45,,,,,
2021-09-08,92.7157,21.59,72.60,,,,,
2021-09-07,92.5393,21.53,71.69,,,,,
2021-09-06,92.2235,,72.22,,,,,
2021-09-03,92.1331,20.32,72.61,,,,,-15.30
2021-09-02,92.2167,20.13,73.03,,,,,
2021-09-01,92.5027,20.08,71.59,,,,,
2021-08-31,92.6540,20.42,72.99,8.20,7.80,4.70,68.89,
2021-08-30,92.7007,20.40,73.41,,,,,
2021-08-27,92.7007,20.61,72.70,,,,,-14.65
2021-08-26,93.0585,21.86,71.07,,,,,
2021-08-25,92.8220,20.79,72.25,,,,,
2021-08-24,92.8840,21.22,71.05,,,,,
2021-08-23,92.9875,21.20,68.75,,,,,
2021-08-20,93.4571,22.41,65.18,,,,,-14.81
2021-08-19,93.5586,24.20,66.45,,,,,
2021-08-18,93.1570,23.80,68.23,,,,,
2021-08-17,93.1443,21.70,69.03,,,,,
2021-08-16,92.6184,20.64,69.51,,,,,
2021-08-13,92.5226,20.26,70.59,,,,,-15.01
2021-08-12,93.0250,20.25,71.31,,,,,
2021-08-11,92.9175,20.67,71.44,,,,,
2021-08-10,93.0629,21.21,70.63,,,,,
2021-08-09,92.9766,21.27,69.04,,,,,
2021-08-06,92.7824,20.87,70.70,,,,,-14.65
2021-08-05,92.2726,21.52,71.29,,,,,
2021-08-04,92.2753,22.17,70.38,,,,,
2021-08-03,92.0668,22.18,72.41,,,,,
2021-08-02,92.0886,23.05,72.89,,,,,
2021-07-31,,,,8.30,7.90,5.30,73.28,
2021-07-30,92.1032,22.18,76.33,,,,,-15.30
2021-07-29,91.9077,21.88,76.05,,,,,
2021-07-28,92.2871,22.35,74.74,,,,,
2021-07-27,92.4901,23.00,74.48,,,,,
2021-07-26,92.6325,21.74,74.50,,,,,
2021-07-23,92.9084,21.65,74.10,,,,,-17.18
2021-07-22,92.8377,21.86,73.79,,,,,
2021-07-21,92.7903,21.87,72.23,,,,,
2021-07-20,92.9695,23.20,69.35,,,,,
2021-07-19,92.8327,24.90,68.62,,,,,
2021-07-16,92.7143,22.07,73.59,,,,,-18.06
2021-07-15,92.5861,21.09,73.47,,,,,
2021-07-14,92.3701,20.62,74.76,,,,,
2021-07-13,92.7873,21.13,76.49,,,,,
2021-07-12,92.2400,20.46,75.16,,,,,
2021-07-09,92.1012,20.44,75.55,,,,,-17.70
2021-07-08,92.3757,21.98,74.12,,,,,
2021-07-07,92.7206,20.41,73.43,,,,,
2021-07-06,92.5395,20.26,74.53,,,,,
2021-07-05,92.2566,,77.16,,,,,
2021-07-02,92.2452,19.30,76.17,,,,,-17.38
2021-07-01,92.5361,19.45,75.84,,,,,
2021-06-30,92.3671,19.51,75.13,8.60,8.20,5.90,71.80,
2021-06-29,92.0941,19.49,74.76,,,,,
2021-06-28,91.8795,19.02,74.68,,,,,
2021-06-25,91.8057,19.00,76.18,,,,,-15.22
2021-06-24,91.8153,19.26,75.56,,,,,
2021-06-23,91.8138,19.70,75.19,,,,,
2021-06-22,91.7193,20.07,74.81,,,,,
2021-06-21,91.8554,21.12,74.90,,,,,
2021-06-18,92.3217,22.93,73.51,,,,,-15.10
2021-06-17,91.9096,20.98,73.08,,,,,
2021-06-16,91.4019,21.26,74.39,,,,,
2021-06-15,90.5220,20.68,73.99,,,,,
2021-06-14,90.5077,20.14,72.86,,,,,
2021-06-11,90.5093,19.64,72.69,,,,,-13.46
2021-06-10,90.0465,20.08,72.52,,,,,
2021-06-09,90.1324,21.28,72.22,,,,,
2021-06-08,90.1144,20.85,72.22,,,,,
2021-06-07,89.9816,20.55,71.49,,,,,
2021-06-04,90.1393,20.62,71.89,,,,,-11.90
2021-06-03,90.4950,21.82,71.31,,,,,
2021-06-02,89.8985,21.42,71.35,,,,,
2021-06-01,89.9314,21.34,70.25,,,,,
2021-05-31,89.8467,,69.32,8.30,8.20,8.00,66.43,
2021-05-28,90.0547,20.48,69.63,,,,,-9.97
2021-05-27,90.0015,20.31,69.46,,,,,
2021-05-26,90.0576,21.30,68.87,,,,,
2021-05-25,89.6685,22.40,68.65,,,,,
2021-05-24,89.8363,22.23,68.46,,,,,
2021-05-21,90.0432,23.49,66.44,,,,,-9.37
2021-05-20,89.7602,23.81,65.11,,,,,
2021-05-19,90.1828,25.27,66.66,,,,,
2021-05-18,89.7950,24.22,68.71,,,,,
2021-05-17,90.2163,23.14,69.46,,,,,
2021-05-14,90.3094,22.26,68.71,,,,,-7.69
2021-05-13,90.7370,25.26,67.05,,,,,
2021-05-12,90.8033,28.18,69.32,,,,,
2021-05-11,90.1777,24.23,68.55,,,,,
2021-05-10,90.3102,22.40,68.32,,,,,
2021-05-07,90.2395,20.79,68.28,,,,,-8.80
2021-05-06,90.8715,21.88,68.09,,,,,
2021-05-05,91.2670,22.26,68.96,,,,,
2021-05-04,91.2831,22.67,68.88,,,,,
2021-05-03,90.9698,21.74,67.56,,,,,
2021-04-30,91.2985,22.07,67.25,8.10,9.20,9.30,62.93,-8.85
2021-04-29,90.6555,21.31,68.56,,,,,
2021-04-28,90.6064,21.13,67.27,,,,,
2021-04-27,90.8749,21.32,66.42,,,,,
2021-04-26,90.8405,21.54,65.65,,,,,
2021-04-23,90.8295,21.57,66.11,,,,,-6.54
2021-04-22,91.2774,22.52,65.40,,,,,
2021-04-21,91.1151,21.49,65.32,,,,,
2021-04-20,91.1943,22.35,66.57,,,,,
2021-04-19,91.0992,21.37,67.05,,,,,
2021-04-16,91.5363,20.53,66.77,,,,,-4.94
2021-04-15,91.6795,20.76,66.94,,,,,
2021-04-14,91.6507,21.06,66.58,,,,,
2021-04-13,91.8444,20.78,63.67,,,,,
2021-04-12,92.1065,20.82,63.28,,,,,
2021-04-09,92.1766,20.74,62.95,,,,,-2.22
2021-04-08,92.0645,20.59,63.20,,,,,
2021-04-07,92.4201,20.66,63.16,,,,,
2021-04-06,92.2895,21.16,62.74,,,,,
2021-04-05,92.5911,20.96,62.15,,,,,
2021-04-02,92.9977,20.97,,,,,,2.88
2021-04-01,92.8963,20.97,63.54,,,,,
2021-03-31,93.1839,22.15,63.54,9.40,10.10,9.50,63.83,
2021-03-30,93.2860,22.31,64.14,,,,,
2021-03-29,92.9354,23.20,64.98,,,,,
2021-03-26,92.7252,22.32,64.57,,,,,6.96
2021-03-25,92.8846,23.37,61.95,,,,,
2021-03-24,92.5886,24.40,64.41,,,,,
2021-03-23,92.3527,23.80,60.79,,,,,
2021-03-22,91.8031,22.94,64.62,,,,,
2021-03-19,91.9493,24.99,64.53,,,,,10.40
2021-03-18,91.8283,25.28,63.28,,,,,
2021-03-17,91.9738,23.88,68.00,,,,,
2021-03-16,91.8752,24.71,68.39,,,,,
2021-03-15,91.8032,24.89,68.88,,,,,
2021-03-12,91.6676,25.74,69.22,,,,,10.37
2021-03-11,91.4172,26.09,69.63,,,,,
2021-03-10,91.7818,26.68,67.90,,,,,
2021-03-09,91.9696,27.28,67.52,,,,,
2021-03-08,92.4074,28.13,68.24,,,,,
2021-03-05,91.9970,27.89,69.36,,,,,10.32
2021-03-04,91.6141,30.08,66.74,,,,,
2021-03-03,90.9909,28.79,64.07,,,,,
2021-03-02,90.7646,27.16,62.70,,,,,
2021-03-01,91.0173,26.78,63.69,,,,,
2021-02-28,,,,10.10,12.10,9.60,60.47,
2021-02-26,90.9399,29.60,66.13,,,,,9.12
2021-02-25,90.2149,30.24,66.88,,,,,
2021-02-24,90.0435,25.89,67.04,,,,,
2021-02-23,90.1173,27.12,65.37,,,,,
2021-02-22,90.0869,27.81,65.24,,,,,
2021-02-19,90.3398,27.09,62.91,,,,,4.45
2021-02-18,90.5555,27.86,63.93,,,,,
2021-02-17,90.9146,27.52,64.34,,,,,
2021-02-16,90.5987,27.55,63.35,,,,,
2021-02-15,90.3644,,63.30,,,,,
2021-02-12,90.4443,26.50,62.43,,,,,4.26
2021-02-11,90.4038,27.22,61.14,,,,,
2021-02-10,90.4287,27.49,61.47,,,,,
2021-02-09,90.4400,27.11,61.09,,,,,
2021-02-08,90.9682,26.65,60.56,,,,,
2021-02-05,90.9921,26.52,59.34,,,,,6.00
2021-02-04,91.5513,26.79,58.84,,,,,
2021-02-03,91.1129,27.57,58.46,,,,,
2021-02-02,91.0431,29.36,57.46,,,,,
2021-02-01,91.0272,32.53,56.35,,,,,
2021-01-31,,,,9.40,12.40,9.40,53.49,
2021-01-29,90.5382,33.88,55.88,,,,,9.34
2021-01-28,90.5405,31.77,55.53,,,,,
2021-01-27,90.5917,35.73,55.81,,,,,
2021-01-26,90.1869,26.89,55.91,,,,,
2021-01-25,90.3510,26.88,55.88,,,,,
2021-01-22,90.2112,25.99,55.41,,,,,10.42
2021-01-21,90.0839,25.70,56.10,,,,,
2021-01-20,90.4601,25.72,56.08,,,,,
2021-01-19,90.4882,26.69,55.90,,,,,
2021-01-18,90.7716,,54.75,,,,,
2021-01-15,90.7900,27.26,55.10,,,,,13.65
2021-01-14,90.2500,26.32,56.42,,,,,
2021-01-13,90.3200,25.55,56.06,,,,,
2021-01-12,90.0400,26.20,56.58,,,,,
2021-01-11,90.5500,26.70,55.66,,,,,
2021-01-08,90.0651,24.90,55.99,,,,,12.53
2021-01-07,89.8270,25.02,54.38,,,,,
2021-01-06,89.4167,26.79,54.30,,,,,
2021-01-05,89.4754,27.25,53.60,,,,,
2021-01-04,89.8778,28.26,51.09,,,,,
2021-01-01,,,,,,,,12.62
2020-12-31,89.9583,25.28,51.80,10.10,11.70,9.20,48.75,
2020-12-30,89.6001,25.44,51.34,,,,,
2020-12-29,90.0040,26.24,51.09,,,,,
2020-12-28,90.2841,25.15,50.86,,,,,
2020-12-25,90.3331,,,,,,,14.79
2020-12-24,90.3026,25.37,51.29,,,,,
2020-12-23,90.3475,26.26,51.20,,,,,
2020-12-22,90.6334,27.25,50.08,,,,,
2020-12-21,90.0816,27.58,50.91,,,,,
2020-12-18,89.9200,25.17,52.26,,,,,13.18
2020-12-17,89.7700,25.15,51.50,,,,,
2020-12-16,90.2200,25.47,51.08,,,,,
2020-12-15,90.5843,25.87,50.76,,,,,
2020-12-14,90.7283,27.11,50.29,,,,,
2020-12-11,90.9743,26.05,49.97,,,,,11.92
2020-12-10,90.7779,25.05,50.25,,,,,
2020-12-09,91.0342,24.73,48.86,,,,,
2020-12-08,90.9495,23.87,48.84,,,,,
2020-12-07,90.8650,24.52,48.79,,,,,
2020-12-04,90.8034,24.29,49.25,,,,,12.35
2020-12-03,90.6749,24.56,48.71,,,,,
2020-12-02,91.0183,24.54,48.25,,,,,
2020-12-01,91.1801,24.49,47.42,,,,,
2020-11-30,92.0330,24.33,47.59,10.70,10.70,9.10,42.44,
2020-11-27,91.7845,24.43,48.18,,,,,9.16
2020-11-26,92.0194,,47.80,,,,,
2020-11-25,92.0138,24.42,48.60,,,,,
2020-11-24,92.1403,24.84,47.86,,,,,
2020-11-23,92.5197,25.43,46.06,,,,,
2020-11-20,92.3912,26.06,44.96,,,,,8.14
2020-11-19,92.3035,25.80,44.20,,,,,
2020-11-18,92.4043,26.39,44.34,,,,,
2020-11-17,92.4564,25.38,43.75,,,,,
2020-11-16,92.5551,25.35,43.82,,,,,
2020-11-13,92.7279,25.69,42.78,,,,,8.68
2020-11-12,92.9748,27.22,43.53,,,,,
2020-11-11,93.0081,25.62,43.80,,,,,
2020-11-10,92.7200,26.49,43.61,,,,,
2020-11-09,92.8361,26.88,42.40,,,,,
2020-11-06,92.3246,27.37,39.45,,,,,8.84
2020-11-05,92.5833,29.05,40.93,,,,,
2020-11-04,93.4420,29.98,41.23,,,,,
2020-11-03,93.4093,33.52,39.71,,,,,
2020-11-02,94.0506,35.06,38.97,,,,,
2020-10-31,,,,10.50,10.60,9.00,39.90,
2020-10-30,94.0175,36.27,37.46,,,,,8.43
2020-10-29,93.9325,35.84,37.65,,,,,
2020-10-28,93.4498,37.75,39.12,,,,,
2020-10-27,93.0389,32.72,41.20,,,,,
2020-10-26,93.0667,32.07,40.46,,,,,
2020-10-23,92.7367,28.99,41.77,,,,,12.21
2020-10-22,92.9446,29.30,42.46,,,,,
2020-10-21,92.6577,29.61,41.73,,,,,
2020-10-20,93.1005,30.11,43.16,,,,,
2020-10-19,93.4231,30.40,42.62,,,,,
2020-10-16,93.7064,29.21,42.93,,,,,12.69
2020-10-15,93.7954,28.72,43.16,,,,,
2020-10-14,93.4200,28.24,43.32,,,,,
2020-10-13,93.5336,28.35,42.45,,,,,
2020-10-12,93.0443,27.98,41.72,,,,,
2020-10-09,93.0109,28.28,42.85,,,,,12.48
2020-10-08,93.6012,29.49,43.34,,,,,
2020-10-07,93.6403,30.70,41.99,,,,,
2020-10-06,93.8352,31.88,42.65,,,,,
2020-10-05,93.4594,31.28,41.29,,,,,
2020-10-02,93.8073,32.39,39.27,,,,,15.83
2020-10-01,93.7081,31.72,40.93,,,,,
2020-09-30,93.8480,31.64,40.95,10.90,10.30,9.00,40.60,
2020-09-29,93.8597,31.09,41.03,,,,,
2020-09-28,94.2656,31.74,42.43,,,,,
2020-09-25,94.5871,32.03,41.92,,,,,16.51
2020-09-24,94.3552,33.06,41.94,,,,,
2020-09-23,94.3688,33.28,41.77,,,,,
2020-09-22,93.9739,31.67,41.72,,,,,
2020-09-21,93.5296,31.64,41.44,,,,,
2020-09-18,93.0081,30.46,43.15,,,,,17.85
2020-09-17,92.9098,30.75,43.30,,,,,
2020-09-16,93.1108,30.57,42.22,,,,,
2020-09-15,93.0933,30.27,40.53,,,,,
2020-09-14,93.0748,30.48,39.61,,,,,
2020-09-11,93.2511,31.13,39.83,,,,,18.92
2020-09-10,93.3956,32.92,40.06,,,,,
2020-09-09,93.2478,32.12,40.79,,,,,
2020-09-08,93.5006,34.31,39.78,,,,,
2020-09-07,93.0623,,42.01,,,,,
2020-09-04,92.8208,34.75,42.66,,,,,20.28
2020-09-03,92.7687,37.63,44.07,,,,,
2020-09-02,92.6407,32.67,44.43,,,,,
2020-09-01,92.3205,32.10,45.58,,,,,
2020-08-31,92.1711,31.85,45.28,10.40,9.40,8.60,43.44,
2020-08-28,92.2833,29.62,45.05,,,,,17.83
2020-08-27,93.0114,29.93,45.09,,,,,
2020-08-26,92.8985,28.70,45.64,,,,,
2020-08-25,93.0093,27.91,45.86,,,,,
2020-08-24,93.3056,28.10,45.13,,,,,
2020-08-21,93.2062,28.17,44.35,,,,,18.71
2020-08-20,92.7612,28.13,44.90,,,,,
2020-08-19,93.0313,28.11,45.37,,,,,
2020-08-18,92.3213,27.35,45.46,,,,,
2020-08-17,92.8361,27.45,45.37,,,,,
2020-08-14,93.0995,28.37,44.80,,,,,17.06
2020-08-13,93.2470,28.17,44.96,,,,,
2020-08-12,93.4328,28.12,45.43,,,,,
2020-08-11,93.6583,29.17,44.50,,,,,
2020-08-10,93.6157,28.05,44.99,,,,,
2020-08-07,93.4133,28.28,44.40,,,,,16.70
2020-08-06,92.7899,28.20,45.09,,,,,
2020-08-05,92.8390,28.60,45.17,,,,,
2020-08-04,93.2411,29.09,44.43,,,,,
2020-08-03,93.5238,29.66,44.15,,,,,
2020-07-31,93.4841,29.71,43.30,10.70,10.10,7.90,42.07,18.15
2020-07-30,92.9366,29.76,42.94,,,,,
2020-07-29,93.2803,29.29,43.75,,,,,
2020-07-28,93.7655,30.10,43.22,,,,,
2020-07-27,93.6508,30.00,43.41,,,,,
2020-07-24,94.3470,30.56,43.34,,,,,20.48
2020-07-23,94.7841,30.25,43.31,,,,,
2020-07-22,94.9758,29.05,44.29,,,,,
2020-07-21,95.1820,29.47,44.32,,,,,
2020-07-20,95.7972,29.10,43.36,,,,,
2020-07-17,96.0140,30.37,43.14,,,,,20.57
2020-07-16,96.3048,31.55,43.37,,,,,
2020-07-15,96.0418,31.56,43.79,,,,,
2020-07-14,96.2365,32.56,42.90,,,,,
2020-07-13,96.5586,34.54,42.72,,,,,
2020-07-10,96.6719,31.02,43.24,,,,,16.63
2020-07-09,96.8028,32.06,42.35,,,,,
2020-07-08,96.4959,31.19,43.29,,,,,
2020-07-07,96.9713,32.07,43.08,,,,,
2020-07-06,96.7759,30.98,43.10,,,,,
2020-07-03,97.1846,,42.80,,,,,17.47
2020-07-02,97.2151,30.87,43.14,,,,,
2020-07-01,97.1620,31.68,42.03,,,,,
2020-06-30,97.3841,32.52,41.15,11.10,9.20,7.30,39.46,
2020-06-29,97.4605,33.91,41.71,,,,,
2020-06-26,97.4990,35.80,41.02,,,,,13.88
2020-06-25,97.3943,34.09,41.05,,,,,
2020-06-24,97.2286,35.39,40.31,,,,,
2020-06-23,96.6879,33.06,42.63,,,,,
2020-06-22,97.0517,33.75,43.08,,,,,
2020-06-19,97.6842,36.68,42.19,,,,,15.15
2020-06-18,97.4554,35.14,41.51,,,,,
2020-06-17,97.0671,35.72,40.71,,,,,
2020-06-16,97.0030,35.80,40.96,,,,,
2020-06-15,96.6620,36.43,39.72,,,,,
2020-06-12,97.1012,38.05,38.73,,,,,11.80
2020-06-11,96.7620,40.43,38.55,,,,,
2020-06-10,96.0923,29.57,41.73,,,,,
2020-06-09,96.3851,29.67,41.18,,,,,
